"tcs_customer_id";"bad";"sample_type"
198;1;"train"
199;0;"train"
200;NA;"test"
201;0;"train"
202;NA;"test"
203;0;"train"
204;0;"train"
205;0;"train"
206;NA;"test"
207;0;"train"
208;0;"train"
209;0;"train"
210;0;"train"
211;0;"train"
212;NA;"test"
213;0;"train"
214;0;"train"
215;0;"train"
216;NA;"test"
217;0;"train"
218;NA;"test"
219;0;"train"
220;0;"train"
221;0;"train"
222;0;"train"
223;NA;"test"
224;NA;"test"
225;NA;"test"
226;0;"train"
227;0;"train"
228;0;"train"
229;0;"train"
230;0;"train"
231;1;"train"
232;NA;"test"
233;NA;"test"
234;0;"train"
235;0;"train"
236;0;"train"
237;0;"train"
238;1;"train"
239;NA;"test"
240;0;"train"
241;0;"train"
242;0;"train"
243;1;"train"
244;NA;"test"
245;NA;"test"
246;NA;"test"
247;0;"train"
248;NA;"test"
249;0;"train"
250;0;"train"
251;0;"train"
252;0;"train"
253;0;"train"
254;0;"train"
255;1;"train"
256;0;"train"
257;NA;"test"
258;0;"train"
259;NA;"test"
260;0;"train"
261;0;"train"
262;0;"train"
263;0;"train"
264;NA;"test"
265;0;"train"
266;NA;"test"
267;0;"train"
268;NA;"test"
269;0;"train"
270;0;"train"
271;1;"train"
272;0;"train"
273;0;"train"
274;NA;"test"
275;0;"train"
276;0;"train"
277;1;"train"
278;0;"train"
279;0;"train"
280;0;"train"
281;0;"train"
282;1;"train"
283;0;"train"
284;NA;"test"
285;NA;"test"
286;0;"train"
287;0;"train"
288;0;"train"
289;0;"train"
290;NA;"test"
291;NA;"test"
292;0;"train"
293;NA;"test"
294;NA;"test"
295;NA;"test"
296;0;"train"
297;NA;"test"
298;0;"train"
299;0;"train"
300;0;"train"
301;NA;"test"
302;NA;"test"
303;0;"train"
304;0;"train"
305;0;"train"
306;0;"train"
307;NA;"test"
308;0;"train"
309;0;"train"
310;NA;"test"
311;0;"train"
312;0;"train"
313;NA;"test"
314;1;"train"
315;0;"train"
316;NA;"test"
317;0;"train"
318;NA;"test"
319;0;"train"
320;0;"train"
321;NA;"test"
322;1;"train"
323;0;"train"
324;0;"train"
325;0;"train"
326;0;"train"
327;NA;"test"
328;0;"train"
329;0;"train"
330;0;"train"
331;NA;"test"
332;NA;"test"
333;0;"train"
334;0;"train"
335;0;"train"
336;0;"train"
337;0;"train"
338;0;"train"
339;0;"train"
340;NA;"test"
341;1;"train"
342;0;"train"
343;0;"train"
344;0;"train"
345;0;"train"
346;0;"train"
347;NA;"test"
348;0;"train"
349;0;"train"
350;1;"train"
351;0;"train"
352;NA;"test"
353;0;"train"
354;0;"train"
355;1;"train"
356;0;"train"
357;0;"train"
358;0;"train"
359;0;"train"
360;0;"train"
361;0;"train"
362;NA;"test"
363;0;"train"
364;0;"train"
365;0;"train"
366;NA;"test"
367;NA;"test"
368;1;"train"
369;1;"train"
370;0;"train"
371;0;"train"
372;NA;"test"
373;0;"train"
374;1;"train"
375;0;"train"
376;NA;"test"
377;NA;"test"
378;0;"train"
379;1;"train"
380;0;"train"
381;1;"train"
382;NA;"test"
383;0;"train"
384;NA;"test"
385;NA;"test"
386;0;"train"
387;NA;"test"
388;0;"train"
389;0;"train"
390;0;"train"
391;1;"train"
392;0;"train"
393;0;"train"
394;NA;"test"
395;0;"train"
396;0;"train"
397;0;"train"
398;NA;"test"
399;NA;"test"
400;0;"train"
401;NA;"test"
402;0;"train"
403;0;"train"
404;0;"train"
405;NA;"test"
406;0;"train"
407;0;"train"
408;0;"train"
409;NA;"test"
410;0;"train"
411;0;"train"
412;0;"train"
413;0;"train"
414;0;"train"
415;0;"train"
416;NA;"test"
417;0;"train"
418;NA;"test"
419;0;"train"
420;0;"train"
421;NA;"test"
422;1;"train"
423;1;"train"
424;NA;"test"
425;0;"train"
426;NA;"test"
427;0;"train"
428;0;"train"
429;0;"train"
430;1;"train"
431;0;"train"
432;NA;"test"
433;0;"train"
434;0;"train"
435;NA;"test"
436;0;"train"
437;0;"train"
438;0;"train"
439;NA;"test"
440;NA;"test"
441;0;"train"
442;0;"train"
443;1;"train"
444;0;"train"
445;0;"train"
446;1;"train"
447;0;"train"
448;0;"train"
449;0;"train"
450;1;"train"
451;1;"train"
452;0;"train"
453;0;"train"
454;NA;"test"
455;0;"train"
456;0;"train"
457;NA;"test"
458;0;"train"
459;0;"train"
460;0;"train"
461;0;"train"
462;0;"train"
463;0;"train"
464;0;"train"
465;NA;"test"
466;0;"train"
467;0;"train"
468;0;"train"
469;NA;"test"
470;NA;"test"
471;NA;"test"
472;NA;"test"
473;0;"train"
474;0;"train"
475;NA;"test"
476;0;"train"
477;0;"train"
478;0;"train"
479;NA;"test"
480;0;"train"
481;0;"train"
482;1;"train"
483;NA;"test"
484;NA;"test"
485;0;"train"
486;1;"train"
487;0;"train"
488;NA;"test"
489;0;"train"
490;0;"train"
491;0;"train"
492;0;"train"
493;0;"train"
494;0;"train"
495;0;"train"
496;0;"train"
497;NA;"test"
498;1;"train"
499;0;"train"
500;1;"train"
501;NA;"test"
502;NA;"test"
503;NA;"test"
504;0;"train"
505;1;"train"
506;0;"train"
507;0;"train"
508;NA;"test"
509;NA;"test"
510;0;"train"
511;NA;"test"
512;0;"train"
513;0;"train"
514;0;"train"
515;1;"train"
516;0;"train"
517;0;"train"
518;0;"train"
519;0;"train"
520;0;"train"
521;0;"train"
522;0;"train"
523;0;"train"
524;0;"train"
525;NA;"test"
526;0;"train"
527;0;"train"
528;0;"train"
529;NA;"test"
530;0;"train"
531;0;"train"
532;0;"train"
533;0;"train"
534;0;"train"
535;0;"train"
536;1;"train"
537;1;"train"
538;0;"train"
539;0;"train"
540;1;"train"
541;NA;"test"
542;NA;"test"
543;NA;"test"
544;NA;"test"
545;NA;"test"
546;0;"train"
547;0;"train"
548;0;"train"
549;0;"train"
550;0;"train"
551;0;"train"
552;0;"train"
553;NA;"test"
554;0;"train"
555;0;"train"
556;1;"train"
557;NA;"test"
558;0;"train"
559;0;"train"
560;1;"train"
561;NA;"test"
562;0;"train"
563;NA;"test"
564;0;"train"
565;NA;"test"
566;0;"train"
567;0;"train"
568;0;"train"
569;NA;"test"
570;0;"train"
571;0;"train"
572;0;"train"
573;0;"train"
574;1;"train"
575;0;"train"
576;0;"train"
577;NA;"test"
578;0;"train"
579;NA;"test"
580;0;"train"
581;0;"train"
582;0;"train"
583;0;"train"
584;NA;"test"
585;NA;"test"
586;0;"train"
587;0;"train"
588;0;"train"
589;0;"train"
590;0;"train"
591;0;"train"
592;1;"train"
593;1;"train"
594;0;"train"
595;0;"train"
596;NA;"test"
597;0;"train"
598;0;"train"
599;0;"train"
600;0;"train"
601;0;"train"
602;0;"train"
603;0;"train"
604;0;"train"
605;0;"train"
606;0;"train"
607;1;"train"
608;0;"train"
609;0;"train"
610;NA;"test"
611;0;"train"
612;NA;"test"
613;0;"train"
614;0;"train"
615;0;"train"
616;0;"train"
617;1;"train"
618;0;"train"
619;0;"train"
620;NA;"test"
621;0;"train"
622;NA;"test"
623;NA;"test"
624;1;"train"
625;1;"train"
626;0;"train"
627;0;"train"
628;0;"train"
629;NA;"test"
630;0;"train"
631;0;"train"
632;NA;"test"
633;NA;"test"
634;0;"train"
635;NA;"test"
636;0;"train"
637;0;"train"
638;0;"train"
639;NA;"test"
640;0;"train"
641;NA;"test"
642;0;"train"
643;0;"train"
644;0;"train"
645;0;"train"
646;0;"train"
647;0;"train"
648;0;"train"
649;NA;"test"
650;0;"train"
651;0;"train"
652;0;"train"
653;0;"train"
654;0;"train"
655;NA;"test"
656;0;"train"
657;0;"train"
658;NA;"test"
659;0;"train"
660;NA;"test"
661;0;"train"
662;NA;"test"
663;0;"train"
664;0;"train"
665;0;"train"
666;1;"train"
667;1;"train"
668;0;"train"
669;0;"train"
670;NA;"test"
671;NA;"test"
672;1;"train"
673;0;"train"
674;0;"train"
675;NA;"test"
676;1;"train"
677;0;"train"
678;0;"train"
679;NA;"test"
680;1;"train"
681;NA;"test"
682;NA;"test"
683;0;"train"
684;0;"train"
685;1;"train"
686;NA;"test"
687;0;"train"
688;NA;"test"
689;0;"train"
690;NA;"test"
691;0;"train"
692;0;"train"
693;0;"train"
694;0;"train"
695;NA;"test"
696;NA;"test"
697;0;"train"
698;0;"train"
699;NA;"test"
700;0;"train"
701;0;"train"
702;0;"train"
703;0;"train"
704;0;"train"
705;0;"train"
706;NA;"test"
707;0;"train"
708;0;"train"
709;0;"train"
710;1;"train"
711;0;"train"
712;0;"train"
713;0;"train"
714;0;"train"
715;0;"train"
716;0;"train"
717;0;"train"
718;0;"train"
719;0;"train"
720;NA;"test"
721;0;"train"
722;NA;"test"
723;0;"train"
724;1;"train"
725;0;"train"
726;0;"train"
727;0;"train"
728;0;"train"
729;0;"train"
730;0;"train"
731;NA;"test"
732;0;"train"
733;NA;"test"
734;0;"train"
735;NA;"test"
736;0;"train"
737;0;"train"
738;0;"train"
739;0;"train"
740;0;"train"
741;0;"train"
742;0;"train"
743;0;"train"
744;0;"train"
745;0;"train"
746;0;"train"
747;NA;"test"
748;0;"train"
749;0;"train"
750;0;"train"
751;0;"train"
752;0;"train"
753;NA;"test"
754;0;"train"
755;0;"train"
756;0;"train"
757;NA;"test"
758;0;"train"
759;NA;"test"
760;0;"train"
761;0;"train"
762;0;"train"
763;1;"train"
764;NA;"test"
765;1;"train"
766;NA;"test"
767;0;"train"
768;NA;"test"
769;1;"train"
770;0;"train"
771;NA;"test"
772;0;"train"
773;0;"train"
774;NA;"test"
775;0;"train"
776;0;"train"
777;NA;"test"
778;0;"train"
779;0;"train"
780;NA;"test"
781;0;"train"
782;0;"train"
783;0;"train"
784;NA;"test"
785;0;"train"
786;NA;"test"
787;0;"train"
788;0;"train"
789;0;"train"
790;NA;"test"
791;0;"train"
792;0;"train"
793;0;"train"
794;0;"train"
795;NA;"test"
796;NA;"test"
797;0;"train"
798;0;"train"
799;0;"train"
800;0;"train"
801;0;"train"
802;NA;"test"
803;0;"train"
804;0;"train"
805;0;"train"
806;NA;"test"
807;0;"train"
808;0;"train"
809;NA;"test"
810;0;"train"
811;0;"train"
812;0;"train"
813;NA;"test"
814;0;"train"
815;0;"train"
816;0;"train"
817;NA;"test"
818;0;"train"
819;NA;"test"
820;NA;"test"
821;0;"train"
822;NA;"test"
823;NA;"test"
824;0;"train"
825;NA;"test"
826;1;"train"
827;0;"train"
828;0;"train"
829;0;"train"
830;0;"train"
831;0;"train"
832;1;"train"
833;0;"train"
834;0;"train"
835;0;"train"
836;NA;"test"
837;0;"train"
838;0;"train"
839;NA;"test"
840;1;"train"
841;0;"train"
842;1;"train"
843;NA;"test"
844;0;"train"
845;0;"train"
846;0;"train"
847;NA;"test"
848;NA;"test"
849;NA;"test"
850;NA;"test"
851;0;"train"
852;0;"train"
853;0;"train"
854;0;"train"
855;NA;"test"
856;0;"train"
857;0;"train"
858;NA;"test"
859;1;"train"
860;0;"train"
861;NA;"test"
862;NA;"test"
863;NA;"test"
864;0;"train"
865;0;"train"
866;NA;"test"
867;NA;"test"
868;0;"train"
869;0;"train"
870;0;"train"
871;NA;"test"
872;0;"train"
873;0;"train"
874;0;"train"
875;1;"train"
876;0;"train"
877;0;"train"
878;NA;"test"
879;0;"train"
880;NA;"test"
881;NA;"test"
882;0;"train"
883;0;"train"
884;NA;"test"
885;NA;"test"
886;0;"train"
887;0;"train"
888;0;"train"
889;0;"train"
890;0;"train"
891;0;"train"
892;NA;"test"
893;NA;"test"
894;0;"train"
895;NA;"test"
896;NA;"test"
897;NA;"test"
898;1;"train"
899;0;"train"
900;0;"train"
901;0;"train"
902;0;"train"
903;NA;"test"
904;0;"train"
905;NA;"test"
906;1;"train"
907;0;"train"
908;0;"train"
909;0;"train"
910;NA;"test"
911;NA;"test"
912;0;"train"
913;NA;"test"
914;0;"train"
915;0;"train"
916;0;"train"
917;0;"train"
918;0;"train"
919;1;"train"
920;0;"train"
921;NA;"test"
922;NA;"test"
923;0;"train"
924;1;"train"
925;0;"train"
926;NA;"test"
927;NA;"test"
928;0;"train"
929;0;"train"
930;0;"train"
931;NA;"test"
932;0;"train"
933;0;"train"
934;0;"train"
935;0;"train"
936;0;"train"
937;0;"train"
938;0;"train"
939;NA;"test"
940;0;"train"
941;0;"train"
942;NA;"test"
943;0;"train"
944;NA;"test"
945;NA;"test"
946;0;"train"
947;0;"train"
948;0;"train"
949;1;"train"
950;NA;"test"
951;0;"train"
952;1;"train"
953;0;"train"
954;NA;"test"
955;NA;"test"
956;0;"train"
957;0;"train"
958;0;"train"
959;NA;"test"
960;0;"train"
961;0;"train"
962;NA;"test"
963;0;"train"
964;0;"train"
965;0;"train"
966;NA;"test"
967;0;"train"
968;NA;"test"
969;0;"train"
970;0;"train"
971;0;"train"
972;NA;"test"
973;0;"train"
974;NA;"test"
975;0;"train"
976;0;"train"
977;0;"train"
978;NA;"test"
979;0;"train"
980;0;"train"
981;0;"train"
982;0;"train"
983;0;"train"
984;0;"train"
985;NA;"test"
986;0;"train"
987;1;"train"
988;1;"train"
989;0;"train"
990;0;"train"
991;0;"train"
992;0;"train"
993;NA;"test"
994;0;"train"
995;1;"train"
996;0;"train"
997;NA;"test"
998;1;"train"
999;0;"train"
1000;NA;"test"
1001;0;"train"
1002;0;"train"
1003;NA;"test"
1004;0;"train"
1005;0;"train"
1006;NA;"test"
1007;0;"train"
1008;0;"train"
1009;NA;"test"
1010;NA;"test"
1011;NA;"test"
1012;0;"train"
1013;0;"train"
1014;0;"train"
1015;1;"train"
1016;1;"train"
1017;0;"train"
1018;0;"train"
1019;NA;"test"
1020;1;"train"
1021;0;"train"
1022;0;"train"
1023;0;"train"
1024;0;"train"
1025;NA;"test"
1026;1;"train"
1027;0;"train"
1028;0;"train"
1029;0;"train"
1030;0;"train"
1031;NA;"test"
1032;NA;"test"
1033;NA;"test"
1034;0;"train"
1035;0;"train"
1036;NA;"test"
1037;0;"train"
1038;1;"train"
1039;NA;"test"
1040;0;"train"
1041;0;"train"
1042;0;"train"
1043;1;"train"
1044;0;"train"
1045;NA;"test"
1046;NA;"test"
1047;0;"train"
1048;0;"train"
1049;0;"train"
1050;NA;"test"
1051;0;"train"
1052;0;"train"
1053;NA;"test"
1054;1;"train"
1055;NA;"test"
1056;0;"train"
1057;0;"train"
1058;0;"train"
1059;0;"train"
1060;0;"train"
1061;0;"train"
1062;0;"train"
1063;0;"train"
1064;0;"train"
1065;0;"train"
1066;0;"train"
1067;0;"train"
1068;NA;"test"
1069;0;"train"
1070;NA;"test"
1071;0;"train"
1072;0;"train"
1073;0;"train"
1074;0;"train"
1075;0;"train"
1076;NA;"test"
1077;0;"train"
1078;NA;"test"
1079;NA;"test"
1080;0;"train"
1081;NA;"test"
1082;1;"train"
1083;0;"train"
1084;NA;"test"
1085;0;"train"
1086;NA;"test"
1087;0;"train"
1088;0;"train"
1089;NA;"test"
1090;0;"train"
1091;0;"train"
1092;NA;"test"
1093;0;"train"
1094;0;"train"
1095;0;"train"
1096;0;"train"
1097;1;"train"
1098;0;"train"
1099;0;"train"
1100;0;"train"
1101;NA;"test"
1102;0;"train"
1103;0;"train"
1104;0;"train"
1105;0;"train"
1106;0;"train"
1107;NA;"test"
1108;NA;"test"
1109;0;"train"
1110;0;"train"
1111;NA;"test"
1112;NA;"test"
1113;0;"train"
1114;1;"train"
1115;0;"train"
1116;0;"train"
1117;0;"train"
1118;0;"train"
1119;0;"train"
1120;0;"train"
1121;0;"train"
1122;1;"train"
1123;0;"train"
1124;0;"train"
1125;0;"train"
1126;0;"train"
1127;NA;"test"
1128;NA;"test"
1129;NA;"test"
1130;NA;"test"
1131;NA;"test"
1132;NA;"test"
1133;0;"train"
1134;0;"train"
1135;0;"train"
1136;1;"train"
1137;NA;"test"
1138;0;"train"
1139;1;"train"
1140;1;"train"
1141;NA;"test"
1142;0;"train"
1143;0;"train"
1144;NA;"test"
1145;NA;"test"
1146;1;"train"
1147;0;"train"
1148;1;"train"
1149;1;"train"
1150;NA;"test"
1151;0;"train"
1152;0;"train"
1153;1;"train"
1154;0;"train"
1155;0;"train"
1156;0;"train"
1157;0;"train"
1158;0;"train"
1159;0;"train"
1160;0;"train"
1161;NA;"test"
1162;0;"train"
1163;1;"train"
1164;1;"train"
1165;NA;"test"
1166;0;"train"
1167;0;"train"
1168;1;"train"
1169;0;"train"
1170;0;"train"
1171;NA;"test"
1172;0;"train"
1173;0;"train"
1174;1;"train"
1175;0;"train"
1176;1;"train"
1177;0;"train"
1178;1;"train"
1179;0;"train"
1180;NA;"test"
1181;0;"train"
1182;0;"train"
1183;0;"train"
1184;0;"train"
1185;NA;"test"
1186;0;"train"
1187;NA;"test"
1188;0;"train"
1189;0;"train"
1190;0;"train"
1191;0;"train"
1192;NA;"test"
1193;0;"train"
1194;0;"train"
1195;0;"train"
1196;0;"train"
1197;0;"train"
1198;NA;"test"
1199;0;"train"
1200;0;"train"
1201;NA;"test"
1202;NA;"test"
1203;0;"train"
1204;0;"train"
1205;1;"train"
1206;NA;"test"
1207;0;"train"
1208;0;"train"
1209;0;"train"
1210;NA;"test"
1211;0;"train"
1212;NA;"test"
1213;0;"train"
1214;0;"train"
1215;NA;"test"
1216;0;"train"
1217;0;"train"
1218;NA;"test"
1219;0;"train"
1220;0;"train"
1221;NA;"test"
1222;0;"train"
1223;0;"train"
1224;0;"train"
1225;1;"train"
1226;NA;"test"
1227;NA;"test"
1228;0;"train"
1229;NA;"test"
1230;0;"train"
1231;0;"train"
1232;0;"train"
1233;0;"train"
1234;0;"train"
1235;0;"train"
1236;NA;"test"
1237;NA;"test"
1238;NA;"test"
1239;0;"train"
1240;NA;"test"
1241;0;"train"
1242;NA;"test"
1243;1;"train"
1244;0;"train"
1245;NA;"test"
1246;NA;"test"
1247;NA;"test"
1248;NA;"test"
1249;0;"train"
1250;0;"train"
1251;NA;"test"
1252;0;"train"
1253;0;"train"
1254;1;"train"
1255;NA;"test"
1256;NA;"test"
1257;0;"train"
1258;NA;"test"
1259;0;"train"
1260;1;"train"
1261;1;"train"
1262;0;"train"
1263;0;"train"
1264;NA;"test"
1265;1;"train"
1266;0;"train"
1267;0;"train"
1268;NA;"test"
1269;1;"train"
1270;0;"train"
1271;0;"train"
1272;0;"train"
1273;0;"train"
1274;0;"train"
1275;NA;"test"
1276;0;"train"
1277;NA;"test"
1278;0;"train"
1279;0;"train"
1280;0;"train"
1281;0;"train"
1282;0;"train"
1283;0;"train"
1284;0;"train"
1285;0;"train"
1286;1;"train"
1287;0;"train"
1288;0;"train"
1289;0;"train"
1290;0;"train"
1291;0;"train"
1292;0;"train"
1293;0;"train"
1294;0;"train"
1295;1;"train"
1296;0;"train"
1297;NA;"test"
1298;0;"train"
1299;0;"train"
1300;1;"train"
1301;NA;"test"
1302;0;"train"
1303;NA;"test"
1304;0;"train"
1305;1;"train"
1306;0;"train"
1307;0;"train"
1308;0;"train"
1309;0;"train"
1310;NA;"test"
1311;0;"train"
1312;0;"train"
1313;0;"train"
1314;0;"train"
1315;0;"train"
1316;0;"train"
1317;0;"train"
1318;0;"train"
1319;NA;"test"
1320;NA;"test"
1321;0;"train"
1322;0;"train"
1323;0;"train"
1324;NA;"test"
1325;1;"train"
1326;NA;"test"
1327;NA;"test"
1328;NA;"test"
1329;NA;"test"
1330;NA;"test"
1331;0;"train"
1332;0;"train"
1333;NA;"test"
1334;0;"train"
1335;0;"train"
1336;NA;"test"
1337;1;"train"
1338;1;"train"
1339;0;"train"
1340;NA;"test"
1341;0;"train"
1342;0;"train"
1343;0;"train"
1344;NA;"test"
1345;1;"train"
1346;1;"train"
1347;0;"train"
1348;NA;"test"
1349;1;"train"
1350;0;"train"
1351;NA;"test"
1352;NA;"test"
1353;NA;"test"
1354;0;"train"
1355;NA;"test"
1356;NA;"test"
1357;0;"train"
1358;0;"train"
1359;0;"train"
1360;0;"train"
1361;0;"train"
1362;0;"train"
1363;0;"train"
1364;NA;"test"
1365;NA;"test"
1366;0;"train"
1367;NA;"test"
1368;0;"train"
1369;0;"train"
1370;0;"train"
1371;0;"train"
1372;0;"train"
1373;0;"train"
1374;0;"train"
1375;NA;"test"
1376;NA;"test"
1377;NA;"test"
1378;0;"train"
1379;0;"train"
1380;NA;"test"
1381;0;"train"
1382;NA;"test"
1383;0;"train"
1384;0;"train"
1385;0;"train"
1386;NA;"test"
1387;NA;"test"
1388;0;"train"
1389;0;"train"
1390;0;"train"
1391;NA;"test"
1392;0;"train"
1393;0;"train"
1394;0;"train"
1395;0;"train"
1396;0;"train"
1397;0;"train"
1398;NA;"test"
1399;0;"train"
1400;NA;"test"
1401;0;"train"
1402;NA;"test"
1403;0;"train"
1404;0;"train"
1405;0;"train"
1406;0;"train"
1407;0;"train"
1408;0;"train"
1409;0;"train"
1410;0;"train"
1411;0;"train"
1412;NA;"test"
1413;0;"train"
1414;0;"train"
1415;0;"train"
1416;0;"train"
1417;0;"train"
1418;1;"train"
1419;0;"train"
1420;0;"train"
1421;0;"train"
1422;0;"train"
1423;0;"train"
1424;0;"train"
1425;0;"train"
1426;0;"train"
1427;0;"train"
1428;0;"train"
1429;NA;"test"
1430;1;"train"
1431;NA;"test"
1432;0;"train"
1433;0;"train"
1434;NA;"test"
1435;0;"train"
1436;NA;"test"
1437;0;"train"
1438;NA;"test"
1439;0;"train"
1440;NA;"test"
1441;1;"train"
1442;0;"train"
1443;0;"train"
1444;0;"train"
1445;0;"train"
1446;0;"train"
1447;0;"train"
1448;0;"train"
1449;0;"train"
1450;NA;"test"
1451;NA;"test"
1452;NA;"test"
1453;1;"train"
1454;0;"train"
1455;NA;"test"
1456;NA;"test"
1457;0;"train"
1458;0;"train"
1459;0;"train"
1460;NA;"test"
1461;NA;"test"
1462;0;"train"
1463;NA;"test"
1464;0;"train"
1465;NA;"test"
1466;NA;"test"
1467;0;"train"
1468;0;"train"
1469;NA;"test"
1470;NA;"test"
1471;0;"train"
1472;NA;"test"
1473;NA;"test"
1474;NA;"test"
1475;0;"train"
1476;0;"train"
1477;0;"train"
1478;0;"train"
1479;NA;"test"
1480;NA;"test"
1481;0;"train"
1482;0;"train"
1483;0;"train"
1484;NA;"test"
1485;1;"train"
1486;0;"train"
1487;NA;"test"
1488;1;"train"
1489;0;"train"
1490;NA;"test"
1491;0;"train"
1492;0;"train"
1493;0;"train"
1494;0;"train"
1495;0;"train"
1496;0;"train"
1497;0;"train"
1498;0;"train"
1499;NA;"test"
1500;0;"train"
1501;0;"train"
1502;0;"train"
1503;0;"train"
1504;1;"train"
1505;0;"train"
1506;NA;"test"
1507;NA;"test"
1508;NA;"test"
1509;0;"train"
1510;NA;"test"
1511;NA;"test"
1512;NA;"test"
1513;1;"train"
1514;NA;"test"
1515;NA;"test"
1516;0;"train"
1517;NA;"test"
1518;0;"train"
1519;0;"train"
1520;NA;"test"
1521;NA;"test"
1522;NA;"test"
1523;0;"train"
1524;NA;"test"
1525;0;"train"
1526;0;"train"
1527;0;"train"
1528;0;"train"
1529;NA;"test"
1530;0;"train"
1531;0;"train"
1532;NA;"test"
1533;0;"train"
1534;NA;"test"
1535;0;"train"
1536;NA;"test"
1537;NA;"test"
1538;1;"train"
1539;1;"train"
1540;0;"train"
1541;NA;"test"
1542;0;"train"
1543;0;"train"
1544;0;"train"
1545;NA;"test"
1546;0;"train"
1547;0;"train"
1548;0;"train"
1549;0;"train"
1550;0;"train"
1551;1;"train"
1552;0;"train"
1553;0;"train"
1554;0;"train"
1555;0;"train"
1556;0;"train"
1557;0;"train"
1558;0;"train"
1559;0;"train"
1560;0;"train"
1561;0;"train"
1562;NA;"test"
1563;0;"train"
1564;NA;"test"
1565;NA;"test"
1566;1;"train"
1567;0;"train"
1568;NA;"test"
1569;NA;"test"
1570;NA;"test"
1571;0;"train"
1572;NA;"test"
1573;0;"train"
1574;0;"train"
1575;0;"train"
1576;0;"train"
1577;0;"train"
1578;0;"train"
1579;NA;"test"
1580;0;"train"
1581;0;"train"
1582;0;"train"
1583;NA;"test"
1584;NA;"test"
1585;0;"train"
1586;0;"train"
1587;NA;"test"
1588;NA;"test"
1589;0;"train"
1590;1;"train"
1591;0;"train"
1592;NA;"test"
1593;0;"train"
1594;0;"train"
1595;NA;"test"
1596;0;"train"
1597;0;"train"
1598;0;"train"
1599;0;"train"
1600;0;"train"
1601;NA;"test"
1602;0;"train"
1603;0;"train"
1604;NA;"test"
1605;NA;"test"
1606;NA;"test"
1607;0;"train"
1608;0;"train"
1609;1;"train"
1610;NA;"test"
1611;0;"train"
